transaction_id,amount,hour,account_age_days,transactions_last_hour,failed_transactions,distance_from_home,is_fraud
2944,1003.11,18,660,0,0,22.24,0
2945,9797.37,4,2579,2,0,24.15,0
2946,1556.55,16,161,2,0,38.3,0
2947,11435.43,18,602,3,1,17.63,0
2948,180.97,1,682,2,1,11.49,0
2949,1296.28,8,738,0,2,17.92,0
2950,990.84,16,1661,2,0,17.35,0
2951,1681.75,19,2309,4,0,30.98,0
2952,675.2,20,77,2,0,1.09,0
2953,1433.4,23,2982,3,0,0.33,0
2954,1584.5,21,1162,0,1,2.8,0
2955,281.96,2,888,3,1,10.1,0
2956,1535.66,14,2485,3,1,25.36,0
2957,7079.0,15,1973,1,0,71.44,0
2958,2986.13,5,899,0,0,36.57,0
2959,191.43,13,2462,1,1,43.21,0
2960,3880.11,4,2387,4,2,4.33,0
2961,270.67,5,2553,2,0,33.52,0
2962,96.09,21,2093,3,1,13.36,0
2963,498.57,8,687,4,0,9.25,0
2964,5841.69,23,2809,1,0,7.32,0
2965,3720.43,10,1858,3,0,9.56,0
2966,6746.51,19,2420,2,0,2.56,0
2967,2392.02,2,942,2,1,17.3,0
2968,6092.12,12,1579,1,0,34.63,0
2969,2807.75,4,445,3,1,51.72,0
2970,584.75,0,829,4,1,40.68,0
2971,550.68,16,2066,2,1,4.71,0
2972,1088.31,21,1720,3,0,33.21,0
2973,242.23,4,2481,2,0,48.59,0
2974,950.93,3,727,1,0,8.99,0
2975,3911.85,15,2519,1,1,11.75,0
2976,3937.58,19,160,2,1,21.7,0
2977,2646.44,17,2062,2,1,21.63,0
2978,746.81,3,382,2,0,3.02,0
2979,246.99,15,2701,1,0,38.67,0
2980,1838.94,4,2472,4,0,4.88,0
2981,3250.68,17,5,2,1,12.54,1
2982,6348.85,21,2660,1,0,33.05,0
2983,11424.54,13,2139,0,0,26.34,0
2984,822.69,13,1518,1,1,0.22,0
2985,2486.14,1,2858,1,0,26.86,0
2986,2333.47,16,1758,1,1,0.04,0
2987,2606.3,7,1975,0,0,12.83,0
2988,888.87,12,1436,5,0,26.96,0
2989,294.47,18,2854,1,2,58.44,0
2990,3786.91,18,401,0,0,7.93,0
2991,7930.57,13,549,3,1,23.8,0
2992,634.64,8,1955,4,1,1.47,0
2993,10447.47,7,344,4,0,32.81,0
2994,4629.79,9,2451,1,0,18.29,0
2995,2599.21,17,1674,2,0,20.74,0
2996,43.42,8,775,0,1,41.51,0
2997,607.76,0,2905,1,0,16.65,0
2998,270.32,23,30,5,0,12.4,0
2999,2005.95,18,2141,2,2,1.57,0
3000,2027.53,3,2129,1,0,15.85,0
3001,5142.74,0,1537,1,1,36.98,0
3002,1255.32,20,842,6,0,12.32,0
3003,224.11,22,1294,4,0,12.25,0
3004,2060.25,13,1484,1,0,11.4,0
3005,429.56,3,634,1,2,19.8,0
3006,1563.91,13,2669,2,1,37.07,0
3007,3915.29,18,1039,3,2,0.35,0
3008,871.74,8,2196,3,0,43.91,0
3009,1114.26,13,2313,0,0,49.58,0
3010,1012.57,11,2507,1,0,46.44,0
3011,3079.59,8,2788,5,1,13.03,0
3012,7985.02,12,835,2,0,41.86,0
3013,3544.55,13,2262,2,0,14.66,0
3014,2130.37,17,1977,2,1,14.89,0
3015,7863.06,5,1517,0,0,65.33,0
3016,1185.58,17,2273,1,1,1.31,0
3017,346.28,15,1040,1,1,33.15,0
3018,1351.7,9,2367,6,1,21.86,0
3019,540.33,11,2890,2,0,18.93,0
3020,5763.54,12,566,2,2,10.98,0
3021,1052.61,21,488,3,2,48.93,0
3022,302.64,23,942,4,0,8.25,0
3023,6807.48,14,2865,2,0,15.19,0
3024,17.58,5,411,0,0,0.09,0
3025,2336.45,6,2083,1,1,27.59,0
3026,3789.1,12,1387,1,1,14.87,0
3027,1860.58,17,2516,2,0,24.44,0
3028,1364.54,22,2804,0,0,24.04,0
3029,3639.51,22,214,4,0,27.51,0
3030,11750.97,5,1594,1,0,16.24,0
3031,1809.55,20,22,0,0,5.6,0
3032,1011.55,2,596,2,0,21.41,0
3033,5320.17,15,2459,1,1,7.22,0
3034,10746.22,13,362,3,0,13.38,0
3035,2038.38,2,1078,4,0,36.55,1
3036,11436.54,7,1519,3,0,13.66,0
3037,1933.71,2,2495,0,1,19.16,0
3038,3563.62,1,2968,4,1,12.91,0
3039,989.95,12,1642,2,1,9.2,0
3040,2011.59,19,2688,4,0,14.24,0
3041,3102.29,16,1174,1,1,24.8,0
3042,1352.32,22,2448,2,0,40.89,0
3043,4268.34,1,718,5,0,5.28,0
3044,611.83,20,2025,0,2,0.53,0
3045,608.45,14,44,2,0,11.23,0
3046,185.4,6,2691,1,1,13.42,0
3047,3482.63,16,1172,3,0,35.55,0
3048,3352.41,6,138,2,0,17.01,0
3049,3477.24,19,2092,3,2,17.36,0
3050,1683.68,16,2861,2,1,9.34,0
3051,4439.72,7,2520,2,0,19.02,0
3052,2600.98,5,2761,1,0,34.26,0
3053,2176.91,1,1474,2,1,36.19,0
3054,1426.72,7,2683,3,2,7.86,0
3055,11651.09,0,645,1,0,13.97,0
3056,1111.55,2,1131,4,2,12.72,0
3057,1091.94,12,1447,3,0,15.86,0
3058,8844.41,21,1619,3,0,14.95,0
3059,3099.27,12,2401,2,0,1.82,0
3060,1392.46,6,2121,4,0,11.82,0
3061,3451.29,0,2883,3,1,8.44,0
3062,2749.08,2,370,2,1,30.97,0
3063,1473.31,17,1166,6,0,0.85,0
3064,2195.55,23,2291,4,0,6.76,0
3065,583.73,18,1426,2,1,13.81,0
3066,2203.9,11,1133,1,0,9.51,0
3067,5098.52,7,2484,0,0,14.31,0
3068,1580.67,6,1863,1,2,13.35,0
3069,111.75,12,2355,7,0,38.25,0
3070,617.74,0,1070,3,0,93.85,0
3071,6245.66,5,1668,1,0,6.54,0
3072,2288.78,16,437,2,1,28.27,0
3073,2787.71,17,297,1,0,31.47,0
3074,1321.12,16,1206,2,0,40.22,0
3075,1577.96,10,480,2,1,11.44,0
3076,3470.58,16,1056,1,2,2.98,0
3077,1795.14,17,2355,1,0,34.54,0
3078,607.29,8,2844,2,0,19.21,0
3079,6216.83,14,1545,2,1,10.1,0
3080,3191.79,18,1981,0,0,7.04,0
3081,9495.06,7,1392,3,0,9.53,0
3082,1733.33,14,2792,1,0,5.82,0
3083,180.31,14,2404,2,0,7.39,0
3084,4158.44,0,1975,2,1,18.35,0
3085,8580.73,3,1057,2,0,18.44,1
3086,578.45,2,1568,2,1,3.44,1
3087,1507.81,20,903,1,0,1.36,0
3088,669.47,21,2873,1,0,36.88,0
3089,4306.58,7,1294,2,0,45.6,0
3090,2807.78,13,1447,3,0,43.71,0
3091,4145.49,16,2195,1,1,1.38,0
3092,8974.45,0,2871,2,1,1.96,0
3093,3020.02,8,1017,1,0,3.92,0
3094,2537.78,9,381,5,0,21.68,0
3095,1532.45,12,2760,1,0,18.93,0
3096,545.5,23,1401,3,0,3.16,0
3097,1232.47,2,2272,3,0,24.85,0
3098,1465.47,5,1952,5,0,63.13,0
3099,3061.4,10,1449,1,0,31.93,0
3100,2530.15,6,2350,2,1,24.76,0
3101,2273.44,8,749,0,2,62.09,0
3102,2465.75,23,2799,0,0,3.3,0
3103,6224.89,6,2044,3,0,19.69,0
3104,4474.84,23,818,3,0,10.66,0
3105,3457.18,7,992,1,0,8.13,0
3106,1489.74,8,847,5,0,8.03,0
3107,795.77,7,831,2,1,26.93,0
3108,1459.79,7,2534,4,1,48.12,0
3109,1201.75,11,639,3,1,7.18,0
3110,155.14,3,492,1,0,6.44,0
3111,1841.97,2,2769,1,0,17.78,0
3112,192.5,21,2018,2,0,0.79,0
3113,1615.67,19,28,1,1,36.74,0
3114,1946.6,17,174,5,0,3.62,0
3115,296.79,15,1521,3,0,19.81,0
3116,1291.41,19,1292,1,0,4.56,0
3117,2370.94,15,2354,1,0,20.5,0
3118,185.35,8,2011,2,0,19.09,0
3119,3137.51,5,2094,2,0,43.1,0
3120,1015.26,8,1630,3,1,42.41,0
3121,2577.85,7,2363,1,1,4.39,0
3122,2291.43,4,222,3,1,31.88,1
3123,3750.33,16,1734,0,0,7.41,0
3124,3753.69,15,2215,3,0,36.53,0
3125,788.1,1,2059,4,1,26.01,0
3126,328.61,11,1613,1,0,32.36,0
3127,475.36,21,716,2,0,24.84,0
3128,18032.26,14,494,2,1,25.37,0
3129,2290.42,22,2123,2,0,32.23,0
3130,839.46,14,1293,2,0,28.87,0
3131,1780.16,22,35,1,0,13.5,0
3132,144.13,0,2762,1,0,3.29,0
3133,449.1,6,1555,2,0,9.01,0
3134,1359.84,18,413,1,0,3.16,0
3135,2963.7,10,1482,1,1,14.36,0
3136,1468.94,19,1064,2,1,38.93,0
3137,6257.24,5,2247,2,0,31.6,0
3138,1527.99,8,972,2,0,26.83,0
3139,8380.25,8,1931,2,1,8.52,0
3140,756.04,19,1406,3,1,7.69,0
3141,9403.68,11,754,0,0,21.9,0
3142,1367.12,15,1737,2,0,20.72,0
3143,1983.22,6,1717,8,0,14.15,0
3144,1876.71,22,1525,1,0,25.4,0
3145,2987.88,11,1641,1,0,8.41,0
3146,1543.35,8,1847,2,0,35.36,0
3147,3118.71,5,2341,2,0,39.0,0
3148,2648.3,4,2359,4,0,9.58,0
3149,12262.45,21,937,1,0,9.01,0
3150,6892.88,3,2953,2,0,26.63,0
3151,184.55,8,966,2,1,16.45,0
3152,1580.2,17,1771,3,1,3.33,0
3153,2046.71,12,804,0,0,80.93,0
3154,6756.73,4,613,2,0,13.94,0
3155,3144.33,15,40,2,1,1.61,0
3156,5061.67,5,1727,2,0,22.15,0
3157,628.94,15,551,1,0,11.33,0
3158,1082.46,20,2118,1,0,28.54,0
3159,6181.69,17,2952,0,0,28.18,0
3160,5574.48,10,1994,1,1,16.22,0
3161,587.57,9,1028,1,0,2.45,0
3162,2630.44,17,2326,4,0,11.62,0
3163,1374.78,1,1632,1,0,64.32,0
3164,1673.12,3,2829,4,2,20.06,0
3165,1130.73,5,246,4,0,3.29,0
3166,462.94,6,1042,3,3,8.51,0
3167,1643.41,15,2580,4,0,18.02,0
3168,52.7,3,1843,3,0,23.3,0
3169,1947.68,23,1371,2,1,3.1,0
3170,402.17,8,1479,1,0,15.82,0
3171,10689.44,11,2296,2,0,30.96,0
3172,125.09,17,1056,4,0,36.47,0
3173,3850.28,11,82,2,0,12.05,0
3174,987.62,13,497,3,1,19.55,0
3175,1065.4,11,2784,0,0,36.36,0
3176,3389.25,19,815,3,0,33.24,0
3177,1739.26,18,2359,2,0,0.92,0
3178,1906.56,20,2659,6,3,1.13,0
3179,2348.35,17,715,1,1,19.99,0
3180,6477.3,9,1455,3,0,40.1,0
3181,325.38,10,2758,2,0,2.56,0
3182,2125.45,16,1997,0,0,13.09,0
3183,4442.5,23,1831,1,1,33.65,0
3184,831.79,2,1561,2,0,18.44,0
3185,83.1,19,1174,0,0,70.72,0
3186,838.1,14,2588,1,0,34.64,0
3187,328.37,4,687,3,0,21.14,0
3188,12785.56,20,1382,2,0,15.88,0
3189,1393.48,13,2586,1,0,8.5,0
3190,4422.68,19,2342,0,0,9.68,1
3191,10365.21,12,293,3,0,9.62,0
3192,2455.32,2,664,0,0,5.09,0
3193,3883.03,10,935,0,0,20.02,0
3194,879.04,10,1298,1,1,22.32,0
3195,223.81,20,1194,5,1,15.84,0
3196,2100.83,22,1096,1,0,6.92,0
3197,929.82,19,2641,1,1,12.82,0
3198,381.4,12,1112,1,1,17.45,0
3199,116.85,14,1488,3,1,13.23,0
3200,3303.6,23,2405,3,1,23.51,0
3201,1474.1,16,1845,2,0,6.3,0
3202,5437.35,13,686,0,1,1.96,0
3203,2483.5,5,95,3,1,34.94,0
3204,1500.7,4,2981,3,1,4.91,1
3205,1190.2,7,2712,4,0,23.35,0
3206,158.67,8,2871,1,0,16.87,0
3207,7058.25,23,328,2,0,33.77,0
3208,6306.76,6,684,1,0,19.19,0
3209,1758.27,12,422,1,0,21.03,0
3210,2987.93,3,262,3,0,20.39,0
3211,5459.78,15,2247,3,0,18.54,0
3212,2301.45,1,108,2,1,5.39,0
3213,1118.58,12,2147,1,0,46.81,0
3214,2478.99,2,426,1,2,5.73,0
3215,643.98,8,2532,3,1,40.85,0
3216,11215.42,4,346,5,1,12.92,0
3217,6623.13,20,1597,1,0,14.84,0
3218,2882.56,9,940,2,0,14.34,0
3219,3008.15,7,1164,1,0,6.34,0
3220,2962.85,14,2567,0,1,60.17,0
3221,2103.29,4,538,1,3,17.07,1
3222,1956.55,16,699,3,0,1.56,0
3223,9064.06,0,144,2,1,3.65,0
3224,500.62,21,1462,0,0,2.44,0
3225,5574.6,10,1951,4,2,3.11,0
3226,3807.97,14,2215,3,0,48.08,0
3227,903.69,8,2247,0,0,32.8,0
3228,4952.18,14,554,3,1,20.73,0
3229,2240.22,22,2209,3,2,26.7,0
3230,73.56,5,2421,3,0,5.35,0
3231,743.06,19,1871,1,0,40.02,0
3232,1438.15,20,2605,0,0,8.46,0
3233,225.38,18,1782,0,1,12.66,0
3234,8731.06,16,2621,4,1,25.5,0
3235,4763.47,20,2187,1,0,15.02,0
3236,2935.79,9,1423,0,0,28.83,0
3237,10725.59,15,2211,1,0,2.08,0
3238,786.3,7,367,3,1,12.0,0
3239,3352.49,14,1262,1,0,22.05,0
3240,2602.68,11,1689,1,0,19.94,0
3241,453.73,8,638,2,0,6.36,0
3242,1303.37,9,44,2,0,57.87,0
3243,1914.73,0,2144,1,0,35.23,0
3244,1572.96,4,1409,0,0,29.93,0
3245,2794.11,9,1922,1,1,39.57,0
3246,1853.4,17,35,3,1,9.79,0
3247,3865.27,22,2015,1,2,10.14,0
3248,327.82,15,1228,1,0,10.91,0
3249,1926.88,0,1764,2,0,12.66,1
3250,4112.22,9,2446,2,0,1.66,0
3251,3746.43,7,30,4,1,34.9,0
3252,780.8,17,1531,3,1,8.58,0
3253,317.64,6,1687,2,0,6.62,0
3254,4024.23,17,1791,4,0,46.3,0
3255,1605.62,12,1024,1,3,9.25,0
3256,2474.37,5,2929,2,1,35.24,0
3257,1198.89,23,2646,3,1,59.27,0
3258,3569.52,12,1550,2,1,19.1,0
3259,101.69,7,1078,2,0,7.14,0
3260,2507.26,2,1730,4,1,12.3,1
3261,170.94,20,982,2,0,38.44,0
3262,983.9,16,2512,1,0,6.72,0
3263,1913.28,22,2805,1,0,26.47,1
3264,14962.02,8,1167,3,0,32.52,0
3265,5424.06,20,2179,2,1,19.61,0
3266,5454.2,8,1692,0,0,20.02,0
3267,4628.01,6,281,1,1,41.54,0
3268,5887.5,5,560,1,0,8.47,0
3269,290.8,9,453,3,0,50.89,0
3270,412.96,20,1866,2,0,2.75,0
3271,967.16,19,1855,5,0,36.77,0
3272,140.94,8,2870,2,1,1.98,0
3273,615.29,19,2016,4,0,5.85,0
3274,190.25,6,1314,2,1,11.01,0
3275,1449.17,0,624,0,0,37.9,0
3276,2080.79,1,2192,4,0,38.26,0
3277,904.22,0,762,3,0,18.49,0
3278,1174.54,3,1156,3,0,10.43,0
3279,1200.33,8,513,2,0,28.14,0
3280,709.39,22,1796,1,0,44.87,0
3281,203.11,23,34,2,1,38.21,0
3282,362.93,7,370,1,0,42.55,0
3283,4563.23,4,61,4,1,45.51,0
3284,3896.83,15,890,5,0,46.07,0
3285,57.67,10,1722,2,0,49.43,0
3286,2371.05,9,2042,2,0,9.52,0
3287,1876.5,11,1900,2,0,26.59,0
3288,12065.83,22,130,2,0,15.59,0
3289,916.44,10,329,3,1,13.78,0
3290,4610.51,4,230,0,1,38.53,0
3291,15596.82,8,1608,1,0,1.24,0
3292,1056.63,2,2225,2,0,8.88,0
3293,2034.84,15,744,1,1,26.5,0
3294,148.9,6,1025,3,0,25.61,0
3295,1192.13,12,52,2,0,34.97,0
3296,10038.74,3,2928,2,1,7.88,0
3297,4221.04,7,1577,1,1,30.89,0
3298,485.81,14,1013,2,0,30.87,0
3299,529.61,23,138,2,0,35.49,0
3300,656.5,6,1888,2,0,1.57,0
3301,551.13,23,385,0,1,14.11,0
3302,893.48,16,2728,2,1,37.63,0
3303,6832.54,6,1937,0,0,37.27,0
3304,4812.06,12,2792,3,1,56.43,0
3305,184.93,9,1324,3,1,1.36,0
3306,1241.67,5,2578,0,1,25.67,0
3307,685.97,23,173,2,1,8.5,0
3308,1397.58,23,2252,2,1,38.9,0
3309,555.87,16,501,2,1,43.71,0
3310,1279.86,8,1972,2,2,8.66,0
3311,3572.94,20,1224,3,0,21.84,0
3312,1229.93,6,1477,2,1,29.1,0
3313,2388.75,1,2731,1,1,27.94,0
3314,4194.87,6,463,1,0,57.76,0
3315,7928.73,7,2593,1,0,8.66,0
3316,1166.68,13,1330,3,0,46.35,0
3317,2750.02,0,686,0,1,13.1,0
3318,4361.0,8,2395,2,0,18.14,0
3319,5716.5,3,1622,1,1,2.62,0
3320,4871.79,7,37,2,0,5.9,0
3321,5253.76,1,2381,2,0,61.93,0
3322,3889.62,22,1947,1,0,28.13,0
3323,1052.9,22,2443,1,0,48.48,1
3324,6920.97,4,1522,2,0,19.33,0
3325,1271.48,2,1019,1,1,25.4,0
3326,717.39,5,2048,1,0,27.06,0
3327,14208.72,2,2810,5,1,20.13,1
3328,1401.14,19,1387,3,0,0.38,0
3329,2806.52,20,246,2,1,8.21,0
3330,12156.92,1,1457,5,0,8.69,0
3331,2626.14,20,631,1,0,1.44,0
3332,5790.36,22,2197,4,0,10.01,0
3333,204.27,3,516,3,1,30.46,0
3334,2186.77,15,954,4,0,17.51,0
3335,9611.49,10,2288,2,1,6.59,0
3336,5350.97,20,1423,0,0,34.98,0
3337,3602.59,14,791,2,0,31.04,0
3338,4562.19,0,2824,0,1,11.95,1
3339,1574.2,12,1468,1,0,6.98,0
3340,7271.12,23,552,1,1,29.51,0
3341,284.89,8,162,1,0,27.94,0
3342,2841.1,15,2895,2,0,0.36,0
3343,647.4,14,2290,0,0,16.15,0
3344,866.41,9,2224,3,0,2.86,0
3345,2211.57,22,2008,0,0,10.49,0
3346,743.58,6,2322,0,0,20.82,0
3347,1310.31,5,2227,5,1,32.63,0
3348,11372.14,11,1326,0,0,20.33,0
3349,1432.02,23,1919,1,2,21.36,0
3350,168.41,8,2453,2,0,26.2,0
3351,2235.93,17,657,5,0,32.61,0
3352,1312.04,2,2176,1,0,6.35,0
3353,2786.65,4,1841,5,0,12.14,0
3354,1014.51,9,1079,2,0,5.89,0
3355,230.71,17,1504,1,1,7.29,0
3356,755.45,14,3,0,0,16.64,0
3357,2746.28,20,2073,1,0,30.58,0
3358,991.08,12,760,0,0,0.72,0
3359,1167.69,0,2539,3,0,5.99,0
3360,188.91,11,2541,3,1,5.42,0
3361,924.22,7,1314,2,0,26.83,0
3362,4569.33,23,260,2,1,3.96,0
3363,4036.73,21,2208,0,1,15.47,0
3364,1965.01,12,778,4,1,23.5,0
3365,7627.88,16,2799,1,0,8.27,0
3366,1807.31,15,2259,2,1,46.99,0
3367,1171.29,4,2512,0,1,12.54,0
3368,3637.02,9,1322,4,0,8.96,0
3369,3391.39,13,2626,1,1,30.09,0
3370,4424.48,10,453,0,0,15.14,0
3371,3565.77,3,2144,0,0,17.03,0
3372,3194.91,21,274,1,1,9.64,0
3373,1534.75,1,532,4,0,20.87,0
3374,4995.01,5,129,0,0,19.63,0
3375,377.0,6,439,3,1,11.84,0
3376,1642.35,15,785,2,0,27.78,0
3377,4789.2,3,131,3,0,43.01,1
3378,3328.4,18,2629,3,0,52.84,0
3379,107.94,12,2695,2,1,18.9,0
3380,5653.12,15,2154,3,1,15.82,0
3381,1153.41,19,2873,2,0,11.9,0
3382,2203.71,18,1049,1,0,24.92,0
3383,5088.41,1,1501,2,1,1.56,0
3384,654.67,7,2482,2,0,1.27,0
3385,1485.58,22,291,2,0,13.12,0
3386,1690.67,0,855,3,2,8.55,0
3387,5230.9,20,2013,0,0,11.63,0
3388,1659.44,2,1918,3,0,10.61,0
3389,2333.49,20,249,1,0,10.14,0
3390,341.48,11,2286,5,0,9.49,0
3391,3047.04,23,1704,2,0,44.09,0
3392,3005.79,11,2902,4,1,31.21,0
3393,333.18,1,2527,0,1,2.21,0
3394,867.98,8,2167,3,1,31.95,0
3395,1575.22,1,289,0,0,39.13,0
3396,2745.2,9,320,2,0,23.26,0
3397,9535.4,6,2128,2,0,13.12,0
3398,8149.42,3,415,0,1,27.72,1
3399,1240.86,23,947,1,0,10.48,0
3400,518.83,17,1579,2,1,0.85,0
3401,6858.02,6,792,2,1,2.19,0
3402,2712.32,16,2691,2,0,21.13,0
3403,2228.59,7,2335,1,0,22.95,0
3404,409.96,20,733,4,0,30.72,0
3405,261.33,17,2287,1,0,10.92,0
3406,999.89,13,433,1,1,16.25,0
3407,7265.3,20,2362,1,1,31.31,0
3408,492.8,11,2763,1,0,18.35,0
3409,4681.55,14,2878,1,0,37.66,0
3410,7298.16,21,1750,2,2,1.55,0
3411,4708.44,3,684,1,0,6.21,0
3412,3975.86,5,2253,0,1,44.49,0
3413,2940.37,12,2068,4,0,20.16,0
3414,11918.5,10,2694,2,1,22.47,0
3415,508.04,5,2187,1,1,33.37,0
3416,337.15,19,1815,2,1,26.15,0
3417,2031.28,11,1291,3,0,6.57,0
3418,2931.03,17,1330,1,0,20.2,0
3419,246.33,11,1689,2,1,5.48,0
3420,298.01,20,1764,1,2,26.25,1
3421,1032.75,23,1325,1,2,19.17,0
3422,2774.03,19,986,2,0,29.73,0
3423,5217.05,18,2235,2,0,19.49,0
3424,555.35,6,1537,3,1,11.55,0
3425,3211.62,17,1041,3,0,15.91,0
3426,4570.56,11,1854,1,0,12.66,0
3427,3232.67,14,1627,4,1,17.08,0
3428,3225.03,0,2975,1,0,7.53,0
3429,1150.84,1,1166,4,0,28.68,0
3430,2026.71,19,67,4,0,0.35,0
3431,2191.18,16,554,4,0,42.26,0
3432,3124.27,9,27,4,0,18.78,0
3433,4074.91,9,909,4,0,42.58,0
3434,832.33,6,1290,3,1,31.28,0
3435,1791.65,0,2826,3,0,34.21,0
3436,1207.58,8,2268,3,0,24.77,0
3437,6136.86,16,2279,2,0,5.31,0
3438,3250.82,18,2342,1,1,18.41,0
3439,2583.05,4,387,1,0,24.43,0
3440,15589.43,1,1886,3,0,3.78,1
3441,2908.47,11,640,1,1,2.77,0
3442,3839.47,4,1086,2,0,19.56,0
3443,202.5,11,2385,0,0,45.65,0
3444,1495.93,7,955,1,1,12.18,0
3445,576.99,8,1231,1,1,6.29,0
3446,1063.45,2,2337,2,0,10.86,0
3447,3096.47,12,2331,3,0,26.03,0
3448,2640.04,6,317,2,0,33.01,0
3449,150.31,23,1330,4,0,27.07,1
3450,3021.47,15,709,2,0,11.89,0
3451,1865.13,15,2825,3,0,9.17,0
3452,558.84,22,2361,1,0,1.71,0
3453,1236.75,3,2439,5,1,20.19,0
3454,4975.57,20,1231,2,0,44.05,0
3455,2128.32,1,2994,0,0,3.47,0
3456,5789.16,18,1563,0,0,0.57,0
3457,267.31,2,230,5,0,21.14,0
3458,507.07,10,1426,1,0,7.46,0
3459,0.72,13,1707,2,0,15.16,0
3460,1808.58,3,929,2,0,42.56,0
3461,1198.47,23,2674,3,0,0.34,0
3462,3609.86,19,47,4,1,28.19,0
3463,149.64,20,2590,1,1,22.84,0
3464,5854.09,12,222,2,0,32.62,0
3465,871.29,9,2148,0,1,9.73,0
3466,425.71,1,1308,4,0,26.16,0
3467,2803.81,17,2314,4,1,3.31,0
3468,82.52,4,1339,2,1,35.61,0
3469,206.96,16,2859,2,0,13.97,0
3470,10244.52,7,628,1,0,9.15,0
3471,3873.97,1,2760,1,0,19.98,0
3472,161.17,23,1610,1,1,18.37,0
3473,1618.49,14,2438,2,1,21.97,0
3474,2854.19,18,2068,4,0,23.98,0
3475,750.17,2,910,2,0,23.36,0
3476,988.61,13,1187,1,0,16.77,0
3477,394.82,12,607,5,0,41.24,0
3478,5388.03,4,1377,1,0,31.71,0
3479,6553.84,2,1950,3,1,12.0,0
3480,7196.44,18,202,3,0,28.58,0
3481,795.36,17,1636,4,1,4.62,0
3482,7824.07,8,349,3,0,29.65,0
3483,1819.33,12,2056,4,1,2.35,0
3484,2600.15,13,2859,5,0,18.73,0
3485,1093.64,4,553,4,0,25.75,0
3486,682.41,15,2291,4,0,58.48,0
3487,19345.23,6,1999,1,1,20.08,0
3488,1800.78,12,2672,2,1,21.31,0
3489,1475.57,18,804,1,0,0.36,0
3490,3663.48,17,2524,1,1,47.87,0
3491,2679.71,23,2148,1,0,43.99,0
3492,5435.35,7,993,2,1,11.44,0
3493,2938.38,2,1091,1,0,4.42,0
3494,17765.29,13,1325,0,0,10.65,1
3495,431.58,21,2360,1,1,17.87,1
3496,6887.86,2,461,0,1,14.52,0
3497,22309.15,21,1695,1,1,4.55,0
3498,523.33,13,1497,2,0,19.73,0
3499,1561.14,11,781,0,1,6.6,0
3500,4523.32,10,1412,1,0,6.07,0
3501,13555.98,19,2685,0,0,11.49,0
3502,7609.69,0,1249,0,1,6.63,0
3503,2160.95,5,1433,0,1,34.29,0
3504,2421.59,19,1812,4,1,19.99,0
3505,274.31,19,598,0,2,19.69,0
3506,4730.33,14,184,1,1,27.02,0
3507,1029.98,7,818,2,1,31.94,0
3508,792.32,21,1532,1,0,16.38,0
3509,4774.13,4,2984,1,0,18.93,0
3510,1229.61,2,461,1,0,29.11,0
3511,2342.43,23,224,2,1,9.7,0
3512,136.24,7,2544,2,0,46.06,0
3513,2895.74,4,1179,2,0,6.39,0
3514,233.46,0,1407,2,1,13.24,0
3515,811.07,22,456,1,1,15.96,0
3516,6185.34,9,1844,3,0,7.97,0
3517,1198.7,15,94,3,0,31.91,0
3518,883.58,10,857,0,0,14.95,0
3519,130.64,23,2204,3,1,22.16,0
3520,2338.24,6,835,2,0,13.01,0
3521,3019.32,17,2144,1,0,3.13,0
3522,182.52,8,2248,4,1,22.49,0
3523,3560.92,15,2552,3,0,11.65,0
3524,5244.01,23,579,1,1,12.4,0
3525,1348.78,22,2863,2,0,33.72,0
3526,355.62,21,76,4,0,40.58,0
3527,16.08,12,2388,2,2,12.89,0
3528,4731.2,21,2158,3,1,9.15,0
3529,805.66,1,1047,1,1,19.16,0
3530,2314.48,5,247,2,0,34.18,0
3531,149.96,9,823,1,1,18.79,0
3532,728.1,22,2532,1,1,17.11,0
3533,1706.28,8,218,1,0,12.37,0
3534,483.24,14,2682,2,0,23.53,0
3535,3815.19,0,273,2,0,30.02,0
3536,3712.59,12,2705,2,0,24.37,0
3537,322.96,8,2716,3,0,26.09,0
3538,1439.47,21,1476,1,1,11.34,0
3539,2223.48,3,79,0,0,51.77,0
3540,11221.46,9,2660,2,2,5.82,0
3541,1138.69,12,947,6,0,42.11,0
3542,230.41,12,2083,3,0,30.85,0
3543,3611.11,22,408,1,0,6.73,0
3544,3768.41,10,1986,3,0,34.0,0
3545,1333.58,19,2178,0,0,40.8,0
3546,1016.57,2,764,2,1,41.55,0
3547,460.76,6,2051,0,1,49.49,0
3548,827.35,14,2297,3,1,19.0,0
3549,893.34,22,89,1,0,16.96,0
3550,1740.26,1,1014,1,0,49.17,0
3551,650.6,16,1249,3,0,7.62,0
3552,159.81,10,2007,1,0,4.67,0
3553,5242.94,12,644,3,0,21.08,0
3554,693.73,0,1421,1,1,9.21,1
3555,3674.23,21,1442,1,0,31.36,0
3556,1167.94,11,2561,1,1,26.48,0
3557,3257.39,9,968,3,1,26.73,0
3558,92.53,16,1130,2,0,3.47,0
3559,448.23,1,2564,1,0,16.49,0
3560,1551.24,8,1586,2,0,5.4,0
3561,41.96,0,2274,1,0,7.24,0
3562,3372.26,8,924,2,0,22.39,0
3563,2529.25,4,1400,2,0,19.76,0
3564,2252.15,12,2691,0,0,9.9,0
3565,7943.27,4,360,1,0,59.78,0
